type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,1866080,Jeffrey P. Bigham and Chandrika  Jayant and Hanjie  Ji and Greg  Little and Andrew  Miller and Robert C. Miller and Robin  Miller and Aubrey  Tatarowicz and Brandyn  White and Samual  White and Tom  Yeh,,,,,,,,VizWiz: Nearly Real-time Answers to Visual Questions,333--342,,10,"blind users, non-visual interfaces, real-time human computation",10.1145/1866029.1866080,,,,,,,2010,,Proceedings of the 23Nd Annual ACM Symposium on User Interface Software and Technology,UIST '10,,978-1-4503-0271-5,"New York, New York, USA",ACM,"New York, NY, USA"
article,2841214,Andreas  Riegler and Clemens  Holzmann,,,,,,,,UI-CAT: Calculating User Interface Complexity Metrics for Mobile Applications,390--394,,5,"mobile applications, user interface complexity",10.1145/2836041.2841214,,,,,,,2015,,Proceedings of the 14th International Conference on Mobile and Ubiquitous Multimedia,MUM '15,,978-1-4503-3605-5,"Linz, Austria",ACM,"New York, NY, USA"
article,2757715,Patrick Tobias Fischer and Anke  von der Heide and Eva  Hornecker and Sabine  Zierold and Andreas  K&#228;stner and Felix  Dondera and Matti  Wiegmann and Fernando  Mill&#225;n and Jonas  Lideikis and Aidas  &#268;ergelis and Reinaldo  Verde and Christoph  Drews and Till  Fastnacht and Kai Gerrit L&#252;nsdorf and Djamel  Merad and Aryan  Khosravani and Hesam  Jannesar,,,,,,,,Castle-Sized Interfaces: An Interactive Fa\c{C}Ade Mapping,91--97,,7,"Architectural Interface, Media Architecture, multi-user, public interface",10.1145/2757710.2757715,,,,,,,2015,,Proceedings of the 4th International Symposium on Pervasive Displays,PerDis '15,,978-1-4503-3608-6,"Saarbruecken, Germany",ACM,"New York, NY, USA"
article,2662285,Elena  de la Gu&#237;a and Mar&#237;a D. Lozano and V&#237;ctor M. R. Penichet and Rub&#233;n  Nieto,,,,,,,,NFCBOOK: GameBook Digital Based on Tangible User Interfaces,32:1--32:3,32,3,"GameBook, Tangible User Interfaces, Technology NFC",10.1145/2662253.2662285,,,,,,,2014,,Proceedings of the XV International Conference on Human Computer Interaction,Interacci&#243;n '14,,978-1-4503-2880-7,"Puerto de la Cruz, Tenerife, Spain",ACM,"New York, NY, USA"
article,2658793,Shuhei  Umezu and Masaru  Ohkubo and Yoshiharu  Ooide and Takuya  Nojima,,,,,,,,Hairlytop Interface: A Basic Tool for Active Interfacing,95--96,,2,"hairlytop interface, haptic, shape-memory alloy, smart hair, smart material interface, soft actuator, surface display",10.1145/2658779.2658793,,,,,,,2014,,Proceedings of the Adjunct Publication of the 27th Annual ACM Symposium on User Interface Software and Technology,UIST'14 Adjunct,,978-1-4503-3068-8,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,168587,Gareth  Smith and Tom  Rodden,,,,,,,,Access As a Means of Configuring Cooperative Interfaces,289--298,,10,"CSCW architectures, access control, multi-user interface development environment, user interface tailoring",10.1145/168555.168587,,,,,,,1993,,Proceedings of the Conference on Organizational Computing Systems,COCS '93,,0-89791-627-1,"Milpitas, California, USA",ACM,"New York, NY, USA"
article,2799284,Bashar I. Ahmad and Patrick M. Langdon and Simon J. Godsill and Robert  Hardy and Lee  Skrypchuk and Richard  Donkor,,,,,,,,Touchscreen Usability and Input Performance in Vehicles Under Different Road Conditions: An Evaluative Study,47--54,,8,"distractions, human computer interactions, interactive displays, perturbations, user interface",10.1145/2799250.2799284,,,,,,,2015,,Proceedings of the 7th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,AutomotiveUI '15,,978-1-4503-3736-6,"Nottingham, United Kingdom",ACM,"New York, NY, USA"
article,1061256,Jean  Berstel and Stefano Crespi Reghizzi and Gilles  Roussel and Pierluigi San Pietro,,,,,,,,A Scalable Formal Method for Design and Automatic Checking of User Interfaces,124--167,,44,"GUI design, Human-computer interaction (HCI), applications of model checking",10.1145/1061254.1061256,ACM Trans. Softw. Eng. Methodol.,April 2005,14,2,,April,2005,1049-331X,,,,,,ACM,"New York, NY, USA"
article,964461,Krzysztof  Gajos and Daniel S. Weld,,,,,,,,SUPPLE: Automatically Generating User Interfaces,93--100,,8,"adaptive user interfaces, constraint satisfaction, decision theory, optimization, user interface generation, user trace",10.1145/964442.964461,,,,,,,2004,,Proceedings of the 9th International Conference on Intelligent User Interfaces,IUI '04,,1-58113-815-6,"Funchal, Madeira, Portugal",ACM,"New York, NY, USA"
article,1236234,Annika  Wolff and Paul  Mulholland and Zdenek  Zdrahal and Richard  Joiner,,,,,,,,Combining Gameplay and Narrative Techniques to Enhance the User Experience of Viewing Galleries,,6,,"child-friendly interface, content reuse, games, narrative",10.1145/1236224.1236234,Comput. Entertain.,January 2007,5,1,,January,2007,1544-3574,,,,,,ACM,"New York, NY, USA"
article,2793683,Clauirton  Siebra and Marcelo  Anjos and Fabiana  Florentin and Tatiana  Gouveia and Anderson  Filho and Walter  Correia and Marcelo  Penha and Fabio QB Silva and Andre LM Santos,,,,,,,,Accessibility Devices for Mobile Interfaces Extensions: A Survey,644--651,,8,"Accessibility, Mobile Devices, User Interfaces",10.1145/2786567.2793683,,,,,,,2015,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct,MobileHCI '15,,978-1-4503-3653-6,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,2663818,Bernard  Cheng and Antonio  Gomes and Paul  Strohmeier and Roel  Vertegaal,,,,,,,,Mood Fern: Exploring Shape Transformations in Reactive Environments,60:1--60:4,60,4,"interactive art, kinetic user interface, organic user interface, paper computing, tangible interface",10.1145/2663806.2663818,,,,,,,2014,,Proceedings of the 11th Conference on Advances in Computer Entertainment Technology,ACE '14,,978-1-4503-2945-3,"Funchal, Portugal",ACM,"New York, NY, USA"
article,372792,Xiaowen  Chen and Tim  Wahls,,,,,,,,A Graphical User Interface for Executing Formal Specifications,648--652,,5,"SPECS-C++, executable specifications, formal specifications, user interface design",10.1145/372202.372792,,,,,,,2001,,Proceedings of the 2001 ACM Symposium on Applied Computing,SAC '01,,1-58113-287-5,"Las Vegas, Nevada, USA",ACM,"New York, NY, USA"
article,1541489,Johann  Vandromme,,,,,,,,Un Bureau Bas\'{E} Sur Les Instruments Et Des Graphes,265--267,,3,"GUI architectures, graphs, interfaces, tools",10.1145/1541436.1541489,,,,,,,2007,,Proceedings of the 19th Conference on L'Interaction Homme-Machine,IHM '07,,978-1-59593-791-9,"Paris, France",ACM,"New York, NY, USA"
article,2432505,Zolt&#225;n  Ujhelyi and Tam&#225;s  Szab&#243; and Istv&#225;n  R&#225;th and D&#225;niel  Varr&#243;,,,,,,,,Developing and Visualizing Live Model Queries,35--40,,6,"graphical user interface, integrated development environment, live model queries",10.1145/2432497.2432505,,,,,,,2012,,Proceedings of the First Workshop on the Analysis of Model Transformations,AMT '12,,978-1-4503-1803-7,"Innsbruck, Austria",ACM,"New York, NY, USA"
article,1754222,Satya  Viswanathan and Johan Christiaan Peters,,,,,,,,Automating UI Guidelines Verification by Leveraging Pattern Based UI and Model Based Development,4733--4742,,10,"graphical user interfaces, model based user interface design, standards &#38; guidelines, style guides, usability, usability evaluation automation",10.1145/1753846.1754222,,,,,,,2010,,CHI '10 Extended Abstracts on Human Factors in Computing Systems,CHI EA '10,,978-1-60558-930-5,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
article,2393171,Minna  Pakanen and Leena  Arhippainen and Seamus  Hickey,,,,,,,,Design and Evaluation of Icons for 3D GUI on Tablets,203--206,,4,"3D, icons, tablet, touch screen, user experience, user interface design",10.1145/2393132.2393171,,,,,,,2012,,Proceeding of the 16th International Academic MindTrek Conference,MindTrek '12,,978-1-4503-1637-8,"Tampere, Finland",ACM,"New York, NY, USA"
article,1894354,Grigore D. Pintilie and Peter  Heppel and Janet  Echelman,,,,,,,,Interactive Design and Simulation of Net Sculptures,68--79,,12,"3d graphical user interfaces, mass-spring particle systems, net sculptures",,,,,,,,2010,,Proceedings of the 10th International Conference on Smart Graphics,SG'10,,"3-642-13543-9, 978-3-642-13543-9","Banff, Canada",Springer-Verlag,"Berlin, Heidelberg"
article,2661166,Daniel  Afergan,,,,,,,,Using Brain-computer Interfaces for Implicit Input,13--16,,4,"adaptations, fNIRS, passive brain-computer interfaces, BCI",10.1145/2658779.2661166,,,,,,,2014,,Proceedings of the Adjunct Publication of the 27th Annual ACM Symposium on User Interface Software and Technology,UIST'14 Adjunct,,978-1-4503-3068-8,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA"
article,1843098,Rasmus  Gude,,,,,,,,Digital Hospitality: Expressing Hospitality Towards Guests in Smart Homes Using Private and Domestic Displays,420--420,,1,"digital hospitality, group interfaces, mobile user interfaces, ubiquitous computing technologies",10.1145/1842993.1843098,,,,,,,2010,,Proceedings of the International Conference on Advanced Visual Interfaces,AVI '10,,978-1-4503-0076-6,"Roma, Italy",ACM,"New York, NY, USA"
article,146098,Andrew J. Palay,,,,,,,,Toward an &Ldquo;Operating System&Rdquo; for User Interface Components,339--355,,17,,10.1145/146022.146098,,,,,,,,,Multimedia Interface Design,,,0-201-54981-6,,ACM,"New York, NY, USA"
article,1111507,Yun  Ding and Heiner  Litz,,,,,,,,Creating Multiplatform User Interfaces by Annotation and Adaptation,270--272,,3,"multiplatform user interface development tool, single-authoring techniques",10.1145/1111449.1111507,,,,,,,2006,,Proceedings of the 11th International Conference on Intelligent User Interfaces,IUI '06,,1-59593-287-9,"Sydney, Australia",ACM,"New York, NY, USA"
article,1169005,Alan L. Liu and Harlan  Hile and Henry  Kautz and Gaetano  Borriello and Pat A. Brown and Mark  Harniss and Kurt  Johnson,,,,,,,,Indoor Wayfinding:: Developing a Functional Interface for Individuals with Cognitive Impairments,95--102,,8,"cognitive disability, ubiquitous computing, user interface, wizard-of-oz",10.1145/1168987.1169005,,,,,,,2006,,Proceedings of the 8th International ACM SIGACCESS Conference on Computers and Accessibility,Assets '06,,1-59593-290-9,"Portland, Oregon, USA",ACM,"New York, NY, USA"
article,2536166,M.  Kyritsis and S. R. Gulliver and S.  Morar and R.  Stevens,,,,,,,,Issues and Benefits of Using 3D Interfaces: Visual and Verbal Tasks,241--245,,5,"2D, 3D, 3D interface design, file manager, interaction, interface",10.1145/2536146.2536166,,,,,,,2013,,Proceedings of the Fifth International Conference on Management of Emergent Digital EcoSystems,MEDES '13,,978-1-4503-2004-7,"Luxembourg, Luxembourg",ACM,"New York, NY, USA"
article,1082455,Ursula  Dantin,,,,,,,,Application of Personas in User Interface Design for Educational Software,239--247,,9,"e-learning, educational software, persona, user interface design",,,,,,,,2005,,Proceedings of the 7th Australasian Conference on Computing Education - Volume 42,ACE '05,,1-920682-24-4,"Newcastle, New South Wales, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia"
article,1013139,Johnny C. Lee and Daniel  Avrahami and Scott E. Hudson and Jodi  Forlizzi and Paul H. Dietz and Darren  Leigh,,,,,,,,The Calder Toolkit: Wired and Wireless Components for Rapidly Prototyping Interactive Devices,167--175,,9,"interaction and product design, physical user interfaces, rapid prototyping, toolkits",10.1145/1013115.1013139,,,,,,,2004,,"Proceedings of the 5th Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques",DIS '04,,1-58113-787-7,"Cambridge, MA, USA",ACM,"New York, NY, USA"
article,1121427,Robert M. Siegfried,,,,,,,,Visual Programming and the Blind: The Challenge and the Opportunity,275--278,,4,"blind programmers, graphical user interfaces, visual basic, visual programming",10.1145/1124706.1121427,SIGCSE Bull.,March 2006,38,1,,March,2006,0097-8418,,,,,,ACM,"New York, NY, USA"
article,1121427,Robert M. Siegfried,,,,,,,,Visual Programming and the Blind: The Challenge and the Opportunity,275--278,,4,"blind programmers, graphical user interfaces, visual basic, visual programming",10.1145/1121341.1121427,,,,,,,2006,,Proceedings of the 37th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '06,,1-59593-259-3,"Houston, Texas, USA",ACM,"New York, NY, USA"
article,957213,Dan  Hawthorn,,,,,,,,How Universal is Good Design for Older Users?,38--45,,8,"aging, universal usability, user interface design",10.1145/957205.957213,,,,,,,2003,,Proceedings of the 2003 Conference on Universal Usability,CUU '03,,1-58113-701-X,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,957213,Dan  Hawthorn,,,,,,,,How Universal is Good Design for Older Users?,38--45,,8,"aging, universal usability, user interface design",10.1145/960201.957213,SIGCAPH Comput. Phys. Handicap.,June-September 2002,,73-74,,June,2002,0163-5727,,,,,,ACM,"New York, NY, USA"
article,1031669,Jennifer  Yoon and Jun  Oishi and Jason  Nawyn and Kazue  Kobayashi and Neeti  Gupta,,,,,,,,FishPong: Encouraging Human-to-human Interaction in Informal Social Environments,374--377,,4,"ambient interfaces, computer-supported cooperative play (CSCP), entertainment, games, social interaction, tangible user interfaces (TUI)",10.1145/1031607.1031669,,,,,,,2004,,Proceedings of the 2004 ACM Conference on Computer Supported Cooperative Work,CSCW '04,,1-58113-810-5,"Chicago, Illinois, USA",ACM,"New York, NY, USA"
article,257393,Peter  Lucas and Steven F. Roth,,,,,,,,Exploring Information with Visage,396--397,,2,"data exploration, data visualization, graphics, user interface environment",10.1145/257089.257393,,,,,,,1996,,Conference Companion on Human Factors in Computing Systems,CHI '96,,0-89791-832-0,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA"
article,964706,Masatomo  Kobayashi and Takeo  Igarashi,,,,,,,,Considering the Direction of Cursor Movement for Efficient Traversal of Cascading Menus,91--94,,4,"GUI, cascading menus, pointing devices",10.1145/964696.964706,,,,,,,2003,,Proceedings of the 16th Annual ACM Symposium on User Interface Software and Technology,UIST '03,,1-58113-636-6,"Vancouver, Canada",ACM,"New York, NY, USA"
article,169240,Brad A. Myers and Richard  Wolf and Kathy  Potosnak and Chris  Graham,,,,,,,,Heuristics in Real User Interfaces,304--307,,4,"agents, artificial intelligence, demonstrational interfaces, heuristics",10.1145/169059.169240,,,,,,,1993,,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,CHI '93,,0-89791-575-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,2305537,Thanh-Diane  Nguyen,,,,,,,,A Pattern-based Approach to Support the Design of Multi-platform User Interfaces of Information Systems,305--308,,4,"multi-platform, patterns, user interfaces",10.1145/2305484.2305537,,,,,,,2012,,Proceedings of the 4th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '12,,978-1-4503-1168-7,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,964510,Robert  Pastel and Nathan  Skalsky,,,,,,,,Object-action Association: A HCI Design Model,295--297,,3,"PDA, PDA interface, gestures, gesturing user-interface, model-based interface design, object-action interface, personal digital assistant, user-interface design",10.1145/964442.964510,,,,,,,2004,,Proceedings of the 9th International Conference on Intelligent User Interfaces,IUI '04,,1-58113-815-6,"Funchal, Madeira, Portugal",ACM,"New York, NY, USA"
article,1843044,Jan  Meskens and Kris  Luyten and Karin  Coninx,,,,,,,,Jelly: A Multi-device Design Environment for Managing Consistency Across Devices,289--296,,8,"GUI builder, design tools, multi-platform GUI design",10.1145/1842993.1843044,,,,,,,2010,,Proceedings of the International Conference on Advanced Visual Interfaces,AVI '10,,978-1-4503-0076-6,"Roma, Italy",ACM,"New York, NY, USA"
article,2487795,Vincent  Balat,,,,,,,,Client-server Web Applications Widgets,19--22,,4,"graphical user interfaces, javascript, mobile applications, web applications",10.1145/2487788.2487795,,,,,,,2013,,Proceedings of the 22Nd International Conference on World Wide Web,WWW '13 Companion,,978-1-4503-2038-2,"Rio de Janeiro, Brazil",ACM,"New York, NY, USA"
article,142824,Chris  Shaw and Jiandong  Liang and Mark  Green and Yunqi  Sun,,,,,,,,The Decoupled Simulation Model for Virtual Reality Systems,321--328,,8,"interactive 3D graphics, user interface software, virtual reality",10.1145/142750.142824,,,,,,,1992,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '92,,0-89791-513-5,"Monterey, California, USA",ACM,"New York, NY, USA"
